Symbol,Year,Dividend Date,Market Capitalization,Count of total dividends paid for that year,How much was paid,Price at Beginning of Year,Price at End of Year
PSEC,2022,08/26/2022,2521599488.0,12.0,0.06,7.432829856872559,6.6969709396362305
PSEC,2022,09/27/2022,2521599488.0,12.0,0.06,7.432829856872559,6.6969709396362305
PSEC,2022,10/26/2022,2521599488.0,12.0,0.06,7.432829856872559,6.6969709396362305
PSEC,2022,11/25/2022,2521599488.0,12.0,0.06,7.432829856872559,6.6969709396362305
PSEC,2022,12/27/2022,2521599488.0,12.0,0.06,7.432829856872559,6.6969709396362305
AGNC,2021,01/28/2021,5641392640.0,12.0,0.12,11.679506301879883,12.595137596130371
AGNC,2021,02/25/2021,5641392640.0,12.0,0.12,11.679506301879883,12.595137596130371
AGNC,2021,03/30/2021,5641392640.0,12.0,0.12,11.679506301879883,12.595137596130371
AGNC,2021,04/29/2021,5641392640.0,12.0,0.12,11.679506301879883,12.595137596130371
AGNC,2021,05/27/2021,5641392640.0,12.0,0.12,11.679506301879883,12.595137596130371
AGNC,2021,06/29/2021,5641392640.0,12.0,0.12,11.679506301879883,12.595137596130371
AGNC,2021,07/29/2021,5641392640.0,12.0,0.12,11.679506301879883,12.595137596130371
AGNC,2021,08/30/2021,5641392640.0,12.0,0.12,11.679506301879883,12.595137596130371
AGNC,2021,09/29/2021,5641392640.0,12.0,0.12,11.679506301879883,12.595137596130371
AGNC,2021,10/28/2021,5641392640.0,12.0,0.12,11.679506301879883,12.595137596130371
AGNC,2021,11/29/2021,5641392640.0,12.0,0.12,11.679506301879883,12.595137596130371
AGNC,2021,12/30/2021,5641392640.0,12.0,0.12,11.679506301879883,12.595137596130371
AGNC,2022,01/28/2022,5641392640.0,12.0,0.12,12.793877601623535,9.757399559020996
AGNC,2022,02/25/2022,5641392640.0,12.0,0.12,12.793877601623535,9.757399559020996
AGNC,2022,03/30/2022,5641392640.0,12.0,0.12,12.793877601623535,9.757399559020996
AGNC,2022,04/28/2022,5641392640.0,12.0,0.12,12.793877601623535,9.757399559020996
AGNC,2022,05/27/2022,5641392640.0,12.0,0.12,12.793877601623535,9.757399559020996
AGNC,2022,06/29/2022,5641392640.0,12.0,0.12,12.793877601623535,9.757399559020996
AGNC,2022,07/28/2022,5641392640.0,12.0,0.12,12.793877601623535,9.757399559020996
AGNC,2022,08/30/2022,5641392640.0,12.0,0.12,12.793877601623535,9.757399559020996
AGNC,2022,09/29/2022,5641392640.0,12.0,0.12,12.793877601623535,9.757399559020996
AGNC,2022,10/28/2022,5641392640.0,12.0,0.12,12.793877601623535,9.757399559020996
AGNC,2022,11/29/2022,5641392640.0,12.0,0.12,12.793877601623535,9.757399559020996
AGNC,2022,12/29/2022,5641392640.0,12.0,0.12,12.793877601623535,9.757399559020996
STAG,2021,01/28/2021,6592900096.0,12.0,0.121,27.47953224182129,44.65315628051758
STAG,2021,02/25/2021,6592900096.0,12.0,0.121,27.47953224182129,44.65315628051758
STAG,2021,03/30/2021,6592900096.0,12.0,0.121,27.47953224182129,44.65315628051758
STAG,2021,04/29/2021,6592900096.0,12.0,0.121,27.47953224182129,44.65315628051758
STAG,2021,05/27/2021,6592900096.0,12.0,0.121,27.47953224182129,44.65315628051758
STAG,2021,06/29/2021,6592900096.0,12.0,0.121,27.47953224182129,44.65315628051758
STAG,2021,07/29/2021,6592900096.0,12.0,0.121,27.47953224182129,44.65315628051758
STAG,2021,08/30/2021,6592900096.0,12.0,0.121,27.47953224182129,44.65315628051758
STAG,2021,09/29/2021,6592900096.0,12.0,0.121,27.47953224182129,44.65315628051758
STAG,2021,10/28/2021,6592900096.0,12.0,0.121,27.47953224182129,44.65315628051758
STAG,2021,11/29/2021,6592900096.0,12.0,0.121,27.47953224182129,44.65315628051758
STAG,2021,12/30/2021,6592900096.0,12.0,0.121,27.47953224182129,44.65315628051758
STAG,2022,01/28/2022,6592900096.0,12.0,0.122,44.20172882080078,31.73176383972168
STAG,2022,02/25/2022,6592900096.0,12.0,0.122,44.20172882080078,31.73176383972168
STAG,2022,03/30/2022,6592900096.0,12.0,0.122,44.20172882080078,31.73176383972168
STAG,2022,04/28/2022,6592900096.0,12.0,0.122,44.20172882080078,31.73176383972168
STAG,2022,05/27/2022,6592900096.0,12.0,0.122,44.20172882080078,31.73176383972168
STAG,2022,06/29/2022,6592900096.0,12.0,0.122,44.20172882080078,31.73176383972168
STAG,2022,07/28/2022,6592900096.0,12.0,0.122,44.20172882080078,31.73176383972168
STAG,2022,08/30/2022,6592900096.0,12.0,0.122,44.20172882080078,31.73176383972168
STAG,2022,09/29/2022,6592900096.0,12.0,0.122,44.20172882080078,31.73176383972168
STAG,2022,10/28/2022,6592900096.0,12.0,0.122,44.20172882080078,31.73176383972168
STAG,2022,11/29/2022,6592900096.0,12.0,0.122,44.20172882080078,31.73176383972168
STAG,2022,12/29/2022,6592900096.0,12.0,0.122,44.20172882080078,31.73176383972168
MDT,2021,03/25/2021,111468650496.0,4.0,0.58,109.23519134521484,100.4778060913086
MDT,2021,06/24/2021,111468650496.0,4.0,0.63,109.23519134521484,100.4778060913086
MDT,2021,09/23/2021,111468650496.0,4.0,0.63,109.23519134521484,100.4778060913086
MDT,2021,12/21/2021,111468650496.0,4.0,0.63,109.23519134521484,100.4778060913086
MDT,2022,03/24/2022,111468650496.0,4.0,0.63,102.04551696777344,77.05888366699219
MDT,2022,06/23/2022,111468650496.0,4.0,0.68,102.04551696777344,77.05888366699219
MDT,2022,09/22/2022,111468650496.0,4.0,0.68,102.04551696777344,77.05888366699219
MDT,2022,12/20/2022,111468650496.0,4.0,0.68,102.04551696777344,77.05888366699219
NUE,2021,03/30/2021,35495297024.0,4.0,0.405,50.5722770690918,111.60987854003906
NUE,2021,06/29/2021,35495297024.0,4.0,0.405,50.5722770690918,111.60987854003906
NUE,2021,09/29/2021,35495297024.0,4.0,0.405,50.5722770690918,111.60987854003906
NUE,2021,12/30/2021,35495297024.0,4.0,0.5,50.5722770690918,111.60987854003906
NUE,2022,03/30/2022,35495297024.0,4.0,0.5,110.81581115722656,131.36160278320312
NUE,2022,06/29/2022,35495297024.0,4.0,0.5,110.81581115722656,131.36160278320312
NUE,2022,09/29/2022,35495297024.0,4.0,0.5,110.81581115722656,131.36160278320312
NUE,2022,12/29/2022,35495297024.0,4.0,0.51,110.81581115722656,131.36160278320312
EMR,2021,02/11/2021,47325917184.0,4.0,0.505,73.69291687011719,89.43717956542969
EMR,2021,05/13/2021,47325917184.0,4.0,0.505,73.69291687011719,89.43717956542969
EMR,2021,08/12/2021,47325917184.0,4.0,0.505,73.69291687011719,89.43717956542969
EMR,2021,11/10/2021,47325917184.0,4.0,0.515,73.69291687011719,89.43717956542969
EMR,2022,02/10/2022,47325917184.0,4.0,0.515,88.56847381591797,94.8833236694336
EMR,2022,05/12/2022,47325917184.0,4.0,0.515,88.56847381591797,94.8833236694336
EMR,2022,08/11/2022,47325917184.0,4.0,0.515,88.56847381591797,94.8833236694336
EMR,2022,11/09/2022,47325917184.0,4.0,0.52,88.56847381591797,94.8833236694336
TROW,2021,03/15/2021,24909524992.0,5.0,1.08,134.98086547851562,188.08404541015625
TROW,2021,06/14/2021,24909524992.0,5.0,1.08,134.98086547851562,188.08404541015625
TROW,2021,06/24/2021,24909524992.0,5.0,3.0,134.98086547851562,188.08404541015625
TROW,2021,09/14/2021,24909524992.0,5.0,1.08,134.98086547851562,188.08404541015625
TROW,2021,12/15/2021,24909524992.0,5.0,1.08,134.98086547851562,188.08404541015625
TROW,2022,03/14/2022,24909524992.0,4.0,1.2,184.7047119140625,107.81231689453125
TROW,2022,06/14/2022,24909524992.0,4.0,1.2,184.7047119140625,107.81231689453125
TROW,2022,09/14/2022,24909524992.0,4.0,1.2,184.7047119140625,107.81231689453125
TROW,2022,12/15/2022,24909524992.0,4.0,1.2,184.7047119140625,107.81231689453125
BEN,2021,03/30/2021,12531592192.0,4.0,0.28,22.175621032714844,31.572999954223633
BEN,2021,06/29/2021,12531592192.0,4.0,0.28,22.175621032714844,31.572999954223633
BEN,2021,09/29/2021,12531592192.0,4.0,0.28,22.175621032714844,31.572999954223633
BEN,2021,12/30/2021,12531592192.0,4.0,0.29,22.175621032714844,31.572999954223633
BEN,2022,03/30/2022,12531592192.0,4.0,0.29,31.54467010498047,26.081695556640625
BEN,2022,06/29/2022,12531592192.0,4.0,0.29,31.54467010498047,26.081695556640625
BEN,2022,09/29/2022,12531592192.0,4.0,0.29,31.54467010498047,26.081695556640625
BEN,2022,12/29/2022,12531592192.0,4.0,0.3,31.54467010498047,26.081695556640625
SHW,2021,02/26/2021,62107648000.0,4.0,0.55,235.7238006591797,345.18035888671875
SHW,2021,05/20/2021,62107648000.0,4.0,0.55,235.7238006591797,345.18035888671875
SHW,2021,08/19/2021,62107648000.0,4.0,0.55,235.7238006591797,345.18035888671875
SHW,2021,11/18/2021,62107648000.0,4.0,0.55,235.7238006591797,345.18035888671875
SHW,2022,02/25/2022,62107648000.0,4.0,0.6,334.10650634765625,236.0572052001953
SHW,2022,05/19/2022,62107648000.0,4.0,0.6,334.10650634765625,236.0572052001953
SHW,2022,08/18/2022,62107648000.0,4.0,0.6,334.10650634765625,236.0572052001953
SHW,2022,11/17/2022,62107648000.0,4.0,0.6,334.10650634765625,236.0572052001953
GWW,2021,02/05/2021,34001688576.0,4.0,1.53,380.8600769042969,507.20281982421875
GWW,2021,05/07/2021,34001688576.0,4.0,1.62,380.8600769042969,507.20281982421875
GWW,2021,08/06/2021,34001688576.0,4.0,1.62,380.8600769042969,507.20281982421875
GWW,2021,11/05/2021,34001688576.0,4.0,1.62,380.8600769042969,507.20281982421875
GWW,2022,02/11/2022,34001688576.0,4.0,1.62,500.8610534667969,553.2568359375
GWW,2022,05/06/2022,34001688576.0,4.0,1.72,500.8610534667969,553.2568359375
GWW,2022,08/05/2022,34001688576.0,4.0,1.72,500.8610534667969,553.2568359375
GWW,2022,11/10/2022,34001688576.0,4.0,1.72,500.8610534667969,553.2568359375
ROP,2021,01/07/2021,48910802944.0,4.0,0.563,413.6779479980469,484.81854248046875
ROP,2021,04/01/2021,48910802944.0,4.0,0.563,413.6779479980469,484.81854248046875
ROP,2021,07/07/2021,48910802944.0,4.0,0.563,413.6779479980469,484.81854248046875
ROP,2021,10/05/2021,48910802944.0,4.0,0.563,413.6779479980469,484.81854248046875
ROP,2022,01/07/2022,48910802944.0,4.0,0.62,470.7545166015625,430.73870849609375
ROP,2022,04/04/2022,48910802944.0,4.0,0.62,470.7545166015625,430.73870849609375
ROP,2022,07/07/2022,48910802944.0,4.0,0.62,470.7545166015625,430.73870849609375
ROP,2022,10/05/2022,48910802944.0,4.0,0.62,470.7545166015625,430.73870849609375
ADC,2021,01/28/2021,6078625792.0,12.0,0.207,59.01975631713867,67.25911712646484
ADC,2021,02/25/2021,6078625792.0,12.0,0.207,59.01975631713867,67.25911712646484
ADC,2021,03/30/2021,6078625792.0,12.0,0.207,59.01975631713867,67.25911712646484
ADC,2021,04/29/2021,6078625792.0,12.0,0.217,59.01975631713867,67.25911712646484
ADC,2021,05/27/2021,6078625792.0,12.0,0.217,59.01975631713867,67.25911712646484
ADC,2021,06/29/2021,6078625792.0,12.0,0.217,59.01975631713867,67.25911712646484
ADC,2021,07/29/2021,6078625792.0,12.0,0.217,59.01975631713867,67.25911712646484
ADC,2021,08/30/2021,6078625792.0,12.0,0.217,59.01975631713867,67.25911712646484
ADC,2021,09/29/2021,6078625792.0,12.0,0.217,59.01975631713867,67.25911712646484
ADC,2021,10/28/2021,6078625792.0,12.0,0.227,59.01975631713867,67.25911712646484
ADC,2021,11/29/2021,6078625792.0,12.0,0.227,59.01975631713867,67.25911712646484
ADC,2021,12/30/2021,6078625792.0,12.0,0.227,59.01975631713867,67.25911712646484
ADC,2022,01/28/2022,6078625792.0,12.0,0.227,66.77787780761719,69.6936264038086
ADC,2022,02/25/2022,6078625792.0,12.0,0.227,66.77787780761719,69.6936264038086
ADC,2022,03/30/2022,6078625792.0,12.0,0.227,66.77787780761719,69.6936264038086
ADC,2022,04/28/2022,6078625792.0,12.0,0.234,66.77787780761719,69.6936264038086
ADC,2022,05/27/2022,6078625792.0,12.0,0.234,66.77787780761719,69.6936264038086
ADC,2022,06/29/2022,6078625792.0,12.0,0.234,66.77787780761719,69.6936264038086
ADC,2022,07/28/2022,6078625792.0,12.0,0.234,66.77787780761719,69.6936264038086
ADC,2022,08/30/2022,6078625792.0,12.0,0.234,66.77787780761719,69.6936264038086
ADC,2022,09/29/2022,6078625792.0,12.0,0.234,66.77787780761719,69.6936264038086
ADC,2022,10/28/2022,6078625792.0,12.0,0.24,66.77787780761719,69.6936264038086
ADC,2022,11/29/2022,6078625792.0,12.0,0.24,66.77787780761719,69.6936264038086
ADC,2022,12/29/2022,6078625792.0,12.0,0.24,66.77787780761719,69.6936264038086
